model_id,feature_name,shap_value,feature_value
lgbm_combine_norm_chunk_01,feature_1_lag0,-0.218458447238975,-1.09226745696008
lgbm_combine_norm_chunk_01,feature_21_lag0,0.0696802557158326,0.027519416452454
lgbm_combine_norm_chunk_01,feature_12_lag0,0.139574803449119,0.305947999843927
lgbm_combine_norm_chunk_01,feature_1_lag2,0.104987533347914,1.21864629529128
lgbm_combine_norm_chunk_01,feature_1_lag1,-0.101850112846023,2.25118152253046
lgbm_combine_norm_chunk_01,feature_7_lag0,0.0647280462226276,-0.572419560366362
lgbm_combine_norm_chunk_01,feature_5_lag0,-0.187305042455423,-0.679040071389032
lgbm_combine_norm_chunk_01,feature_6_lag0,-0.117691141288132,-0.741312521565528
lgbm_combine_norm_chunk_01,feature_8_lag0,0.118568624914008,0.853281649561942
lgbm_combine_norm_chunk_01,feature_7_lag1,0.13379812973801,-0.935481295269038
lgbm_combine_norm_chunk_01,feature_1_lag0,0.0242899844863822,0.624757093369888
lgbm_combine_norm_chunk_01,feature_21_lag0,0.0027867360138585,-1.15437816847268
lgbm_combine_norm_chunk_01,feature_12_lag0,-0.0479433816875704,-0.546405139401514
lgbm_combine_norm_chunk_01,feature_1_lag2,-0.118992939621249,0.62495694385437
lgbm_combine_norm_chunk_01,feature_1_lag1,-0.0991680886532795,0.408663296477832
lgbm_combine_norm_chunk_01,feature_7_lag0,-0.1462179710463,-1.60766525123528
lgbm_combine_norm_chunk_01,feature_5_lag0,-0.113347549641989,3.30999194757736
lgbm_combine_norm_chunk_01,feature_6_lag0,-0.0848314626534362,-0.749083683612186
lgbm_combine_norm_chunk_01,feature_8_lag0,-0.0545479811881558,0.106228361150219
lgbm_combine_norm_chunk_01,feature_7_lag1,0.0864557825385122,1.18948107508513
lgbm_combine_norm_chunk_01,feature_1_lag0,0.0933083632599268,-2.56573262219668
lgbm_combine_norm_chunk_01,feature_21_lag0,-0.010499017091055,0.0305779082486109
lgbm_combine_norm_chunk_01,feature_12_lag0,0.0688805381077914,-0.589071771874343
lgbm_combine_norm_chunk_01,feature_1_lag2,0.0125823555939306,0.0535251296276175
lgbm_combine_norm_chunk_01,feature_1_lag1,0.0454003636594833,-1.2671159436052
lgbm_combine_norm_chunk_01,feature_7_lag0,-0.0155833363286516,0.804561951832154
lgbm_combine_norm_chunk_01,feature_5_lag0,-0.0309166710207492,-0.149105287187273
lgbm_combine_norm_chunk_01,feature_6_lag0,0.180546607872664,-0.0616511924468287
lgbm_combine_norm_chunk_01,feature_8_lag0,0.075108153454425,0.317780678490993
lgbm_combine_norm_chunk_01,feature_7_lag1,0.059972239231522,1.11136540995958
lgbm_combine_norm_chunk_01,feature_1_lag0,0.0815514146717942,2.43166627597193
lgbm_combine_norm_chunk_01,feature_21_lag0,0.105120145069168,-0.269849290772519
lgbm_combine_norm_chunk_01,feature_12_lag0,0.0829140132030243,-0.276430339941384
lgbm_combine_norm_chunk_01,feature_1_lag2,-0.20714419030925,0.019811381381924
lgbm_combine_norm_chunk_01,feature_1_lag1,-0.00882746474683497,0.902142022244925
lgbm_combine_norm_chunk_01,feature_7_lag0,0.0860996452879284,-1.79757362732958
lgbm_combine_norm_chunk_01,feature_5_lag0,-0.0651851975060463,-0.740769337353775
lgbm_combine_norm_chunk_01,feature_6_lag0,0.0340882808253696,-0.963675896210419
lgbm_combine_norm_chunk_01,feature_8_lag0,-0.0320798415419983,-0.963536428348482
lgbm_combine_norm_chunk_01,feature_7_lag1,-0.0483058650118691,-1.46292953601052
lgbm_combine_norm_chunk_01,feature_1_lag0,0.0595657418632517,-1.24611524602642
lgbm_combine_norm_chunk_01,feature_21_lag0,0.00651455116978669,-0.668380867264447
lgbm_combine_norm_chunk_01,feature_12_lag0,0.0611307694459266,-0.508389695925484
lgbm_combine_norm_chunk_01,feature_1_lag2,0.0147169734255012,-0.860386079923626
lgbm_combine_norm_chunk_01,feature_1_lag1,0.0749292717429413,-0.264161116241584
lgbm_combine_norm_chunk_01,feature_7_lag0,-0.101174610312207,-0.343291277623453
lgbm_combine_norm_chunk_01,feature_5_lag0,0.0408712324739607,0.701471459865675
lgbm_combine_norm_chunk_01,feature_6_lag0,-0.050419096441591,0.949420089214553
lgbm_combine_norm_chunk_01,feature_8_lag0,-0.163409566274443,0.411922884058203
lgbm_combine_norm_chunk_01,feature_7_lag1,0.059026679381155,1.28414378600116
lgbm_combine_norm_chunk_01,feature_1_lag0,-0.0749841448406611,-0.179689092914292
lgbm_combine_norm_chunk_01,feature_21_lag0,0.0311960398500277,-1.35696759211213
lgbm_combine_norm_chunk_01,feature_12_lag0,0.0307209236409571,-0.230413587935794
lgbm_combine_norm_chunk_01,feature_1_lag2,0.107085636481704,0.0705643700830537
lgbm_combine_norm_chunk_01,feature_1_lag1,0.0893930436664319,-0.118821249807783
lgbm_combine_norm_chunk_01,feature_7_lag0,-0.0913952911064878,0.392982209217962
lgbm_combine_norm_chunk_01,feature_5_lag0,-0.0800693629715707,-0.235938665701699
lgbm_combine_norm_chunk_01,feature_6_lag0,0.116237549161267,-0.126736847385958
lgbm_combine_norm_chunk_01,feature_8_lag0,0.0830457820711694,-0.328587449314199
lgbm_combine_norm_chunk_01,feature_7_lag1,0.0491083656393904,-0.0658559516671716
lgbm_combine_norm_chunk_01,feature_1_lag0,-0.0881474184992996,-0.647358043203554
lgbm_combine_norm_chunk_01,feature_21_lag0,-0.0739763724612531,-0.737650793661572
lgbm_combine_norm_chunk_01,feature_12_lag0,0.0982269523635925,-1.81510918910058
lgbm_combine_norm_chunk_01,feature_1_lag2,0.00312081552599909,-1.59617667417017
lgbm_combine_norm_chunk_01,feature_1_lag1,-0.0954876963450111,0.0370798230382842
lgbm_combine_norm_chunk_01,feature_7_lag0,-0.00676569914372222,-1.96530247250133
lgbm_combine_norm_chunk_01,feature_5_lag0,0.00429461613561035,0.706913380900888
lgbm_combine_norm_chunk_01,feature_6_lag0,0.0210692194726837,0.430900645996963
lgbm_combine_norm_chunk_01,feature_8_lag0,-0.0375940269503769,-0.137790291971005
lgbm_combine_norm_chunk_01,feature_7_lag1,-0.157538651635903,1.10879510356609
lgbm_combine_norm_chunk_01,feature_1_lag0,-0.0293889227678581,0.521428563625848
lgbm_combine_norm_chunk_01,feature_21_lag0,0.00773786786059468,-0.116744405565846
lgbm_combine_norm_chunk_01,feature_12_lag0,-0.213703941280916,-0.2418085909839
lgbm_combine_norm_chunk_01,feature_1_lag2,0.0602691845882457,-0.793977945213011
lgbm_combine_norm_chunk_01,feature_1_lag1,-0.0796645626701288,2.00748614701883
lgbm_combine_norm_chunk_01,feature_7_lag0,-0.03899089508953,0.614059275524193
lgbm_combine_norm_chunk_01,feature_5_lag0,0.147269547232817,0.561626543514386
lgbm_combine_norm_chunk_01,feature_6_lag0,0.159004075952166,0.273947292263168
lgbm_combine_norm_chunk_01,feature_8_lag0,0.0661990709013265,1.89164640626487
lgbm_combine_norm_chunk_01,feature_7_lag1,0.168339082964862,-0.756320497033349
lgbm_combine_norm_chunk_01,feature_1_lag0,-0.0751660087854594,-0.026780471370819
lgbm_combine_norm_chunk_01,feature_21_lag0,-0.243058688038589,0.804455829122663
lgbm_combine_norm_chunk_01,feature_12_lag0,-0.0410173235719488,0.402066043929063
lgbm_combine_norm_chunk_01,feature_1_lag2,0.142383437493982,-1.53029455074679
lgbm_combine_norm_chunk_01,feature_1_lag1,0.00136618794167084,1.33046224981358
lgbm_combine_norm_chunk_01,feature_7_lag0,0.0376862909763164,0.952966312748059
lgbm_combine_norm_chunk_01,feature_5_lag0,-0.119571923392452,0.783042832390974
lgbm_combine_norm_chunk_01,feature_6_lag0,0.0689973770122366,-0.677547557314905
lgbm_combine_norm_chunk_01,feature_8_lag0,0.144101861915297,-0.67585711770106
lgbm_combine_norm_chunk_01,feature_7_lag1,-0.0394929258447474,0.602237068242113
lgbm_combine_norm_chunk_01,feature_1_lag0,-0.118681586371948,1.49510696167774
lgbm_combine_norm_chunk_01,feature_21_lag0,0.0300138846885856,-0.0469262394335645
lgbm_combine_norm_chunk_01,feature_12_lag0,-0.0531502496530975,-0.211762334795179
lgbm_combine_norm_chunk_01,feature_1_lag2,0.0583257646793004,1.93156054235841
lgbm_combine_norm_chunk_01,feature_1_lag1,0.0495531138939542,-0.765887418443026
lgbm_combine_norm_chunk_01,feature_7_lag0,0.177872075231685,-0.900719204769333
lgbm_combine_norm_chunk_01,feature_5_lag0,-0.132615703264272,0.327125501245037
lgbm_combine_norm_chunk_01,feature_6_lag0,0.0203083071487207,-1.01997239951369
lgbm_combine_norm_chunk_01,feature_8_lag0,0.0228381155568393,-0.982843968668142
lgbm_combine_norm_chunk_01,feature_7_lag1,0.042812329623155,0.689866317255004
lgbm_combine_norm_chunk_01,feature_1_lag0,0.13478555715383,0.711142859047491
lgbm_combine_norm_chunk_01,feature_21_lag0,0.0338323151480148,-1.91166112879963
lgbm_combine_norm_chunk_01,feature_12_lag0,0.0762632479393609,-0.452169806473153
lgbm_combine_norm_chunk_01,feature_1_lag2,-0.0645134138435907,-1.69683234507706
lgbm_combine_norm_chunk_01,feature_1_lag1,0.002772436364776,-1.62553680615197
lgbm_combine_norm_chunk_01,feature_7_lag0,-0.0307505264996318,1.18572662246222
lgbm_combine_norm_chunk_01,feature_5_lag0,0.0476839488600737,-0.374984578386581
lgbm_combine_norm_chunk_01,feature_6_lag0,-0.218223110620603,0.493696683824879
