model_id,feature_name,shap_value,feature_value
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_1_lag0,0.0486949218289688,2.3188049811721
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_19_lag0,0.0830877103476679,-0.772383326573657
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_1_lag1,-0.205419410114884,0.579758438559244
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_12_lag0,0.00940582564758913,-0.263960945622095
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_12_lag1,-0.127494153603247,0.0479763439784408
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_8_lag0,-0.175731440394273,1.0446840539905
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_7_lag0,-0.0537491234889527,-0.37099068597146
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_1_lag2,-0.0279723909932205,0.984782729678942
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_26_lag61,-0.0752573985439031,2.58439945141136
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_7_lag1,-0.209554340853758,-0.686358763160281
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_1_lag0,0.00353132533291291,-1.96727460550847
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_19_lag0,-0.0286279045441575,-0.168888040128294
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_1_lag1,-0.038207633067591,-1.76975980739057
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_12_lag0,-0.0134747827915205,-1.08464908358167
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_12_lag1,0.10934465194764,1.96206604009389
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_8_lag0,0.130651190826618,-0.655062984531226
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_7_lag0,0.134374960372402,-1.98055215577026
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_1_lag2,0.0229650661205554,-2.56723953632033
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_26_lag61,-0.0175676787226503,0.814675113267854
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_7_lag1,0.0319453399916583,-1.19139820511175
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_1_lag0,-0.069689700844704,0.310657357678393
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_19_lag0,0.0727815513552684,-0.420159892422212
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_1_lag1,-0.0674663101273133,1.03451859708394
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_12_lag0,-0.0111382339416958,0.801339961448362
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_12_lag1,0.0456156186366863,-1.92854279363701
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_8_lag0,-0.0403008005490255,0.05964721105485
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_7_lag0,0.12956696902069,-2.5489080754207
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_1_lag2,0.0364166553249665,-2.07301827317141
lgbm_separate_norm_Nomorlization_三重_C0AI30_combined_windows,feature_26_lag61,0.0828639488136657,0.825013177529263
