model_id,feature_name,shap_value,feature_value
lgbm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows,feature_1_lag0,0.0934393013363333,1.75776262911133
lgbm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows,feature_12_lag0,-0.00150579699606231,-1.25263939456467
lgbm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows,feature_1_lag1,0.0438705279052137,-0.434769807462023
lgbm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows,feature_12_lag1,0.086891285397493,0.00488305367073625
lgbm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows,feature_1_lag2,-0.272977282865343,-0.29043207965305
lgbm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows,feature_7_lag0,-0.201159688444426,-1.29440385099663
lgbm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows,feature_5_lag0,0.0739770536845643,0.151101530457262
lgbm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows,feature_4_lag0,-0.0713048077463987,1.898327177752
lgbm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows,feature_4_lag1,0.10867727531369,0.713977391317773
lgbm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows,feature_19_lag0,0.00709388426628762,-1.31126784718127
lgbm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows,feature_1_lag0,-0.0353797447903453,0.194733710753943
lgbm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows,feature_12_lag0,0.0365333642869193,0.583827375707482
lgbm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows,feature_1_lag1,-0.064434916488098,-0.857922995243709
lgbm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows,feature_12_lag1,-0.208589386223636,0.106659458324879
lgbm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows,feature_1_lag2,0.0193244645880731,-2.63581688199848
lgbm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows,feature_7_lag0,0.0417971213766839,0.434730444401321
lgbm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows,feature_5_lag0,0.110870383404311,-0.586144169692784
lgbm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows,feature_4_lag0,-0.129905209724831,0.248901204811896
lgbm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows,feature_4_lag1,-0.0429500361861381,-0.917096177868905
